uid,ability_raw,ability_rasch,history_raw,rt_raw,ability_q,ability_rasch_q,history_q,rt_q
7,0.6054313099041534,-0.006771804057441808,626.0,,1,1,3,-1
12,0.7792792792792793,1.0113949467333936,444.0,,2,3,3,-1
20,0.8846153846153846,1.6310696036980188,26.0,,3,3,2,-1
28,0.6973684210526315,0.650052170076983,76.0,,2,2,3,-1
31,0.8571428571428571,1.397119433440032,21.0,,3,3,1,-1
37,0.74609375,0.5382708950944012,256.0,,2,2,3,-1
46,0.7819148936170213,1.2349714822254632,564.0,,2,3,3,-1
48,0.7383720930232558,0.6109635450902514,516.0,,2,2,3,-1
56,0.8097087378640777,1.7538727146094188,515.0,,3,3,3,-1
61,0.7741407528641571,1.5549703217325335,611.0,,2,3,3,-1
65,0.7290132547864506,1.137226433589397,679.0,,2,3,3,-1
68,0.716236722306525,1.0142887156746618,659.0,,2,3,3,-1
83,0.6261682242990654,0.5909758990537837,856.0,,1,2,3,-1
90,0.5884907709011944,0.02490467651339361,921.0,,1,1,3,-1
104,0.6967930029154519,0.8519188437237989,686.0,,2,2,3,-1
108,0.6862348178137652,0.6952960448607439,494.0,,2,2,3,-1
116,0.8376237623762376,2.004019813742078,505.0,,3,3,3,-1
118,0.8445807770961146,2.0625842192629245,489.0,,3,3,3,-1
123,0.8237704918032787,1.760512797707253,488.0,,3,3,3,-1
129,0.7873563218390804,1.543074339239259,522.0,,2,3,3,-1
138,0.7633711507293355,1.379027379514849,617.0,,2,3,3,-1
140,0.7912087912087912,1.0371829480066013,91.0,,3,3,3,-1
145,0.5454545454545454,-0.49815060010566586,66.0,,1,1,2,-1
149,0.6071428571428571,0.05208794727506066,56.0,,1,1,2,-1
151,0.4900990099009901,-0.6182603022451643,202.0,,1,1,3,-1
164,0.832,1.5357768351425185,125.0,,3,3,3,-1
166,0.8592592592592593,2.0097992694702933,135.0,,3,3,3,-1
171,0.8503937007874016,1.7292463409103571,127.0,,3,3,3,-1
