uid,ability_raw,ability_rasch,history_raw,rt_raw,ability_q,ability_rasch_q,history_q,rt_q
1,0.748792270531401,0.7388698781126878,207.0,47610.67326732673,2,3,3,2
2,0.6291866028708134,-0.20912299406290263,836.0,66643.22888616892,1,1,3,3
8,0.6302083333333334,0.18047014832642755,192.0,55235.54010695187,1,2,3,2
9,0.6171428571428571,0.25664394840347016,175.0,73180.16470588236,1,2,3,3
14,0.7353846153846154,-0.03554574454855982,650.0,34317.69828926905,2,2,3,1
16,0.7870159453302962,0.5847716704573059,878.0,36934.0908045977,2,3,3,1
21,0.7765793528505393,0.2635443318318641,649.0,42208.09316770186,2,2,3,1
22,0.6896551724137931,-0.1315777519215589,29.0,69793.6551724138,1,1,1,3
23,0.7788697788697788,0.028516510461235496,407.0,38858.794554455446,2,2,3,1
28,0.6548223350253807,-0.6132891708710857,197.0,32335.257894736842,1,1,3,1
30,0.7144549763033176,-0.08556768137349145,844.0,34939.429761904765,2,1,3,1
37,0.8193979933110368,0.2359077532942234,299.0,39297.56565656565,3,2,3,1
40,0.7210682492581603,0.10049915213883252,337.0,35706.89820359281,2,2,3,1
48,0.7207392197125256,0.31438052725839755,974.0,34258.649947753394,2,2,3,1
54,0.5194805194805194,-0.8189258527425205,308.0,29871.501628664497,0,0,3,0
65,0.6153846153846154,0.0664215426156178,26.0,40129.92307692308,1,2,1,1
68,0.7142857142857143,0.23309598437733148,658.0,38878.243491577334,2,2,3,1
83,0.6825153374233128,0.020271812496888548,652.0,56623.66719492868,1,2,3,2
86,0.819672131147541,0.853119346847433,488.0,72410.80638297873,3,3,3,3
89,0.716323296354992,0.025588014405852767,631.0,64217.46329526917,2,2,3,3
97,0.7775510204081633,0.9547769522002251,490.0,34819.83606557377,2,3,3,1
99,0.828125,1.2910892805684877,384.0,26982.802083333332,3,3,3,0
120,0.756,-0.019720491428064233,250.0,27904.65863453815,2,2,3,0
128,0.6656746031746031,-0.256721467318305,1008.0,38641.26113360324,1,1,3,1
131,0.7263779527559056,-0.16878687236365353,508.0,28345.83070866142,2,1,3,0
145,0.723404255319149,-0.550079643533883,94.0,25826.73404255319,2,1,2,0
146,0.7089783281733746,-0.3147266834141676,323.0,35087.825,1,1,3,1
147,0.7529411764705882,-0.4170314244471073,170.0,25571.630952380954,2,1,3,0
153,0.7764900662251656,0.15434852958887432,604.0,42875.488333333335,2,2,3,1
155,0.8522727272727273,0.39104014014003297,88.0,10406.53409090909,3,2,2,0
157,0.6470588235294118,-0.48107666350556144,102.0,31822.519607843136,1,1,2,0
161,0.76,0.20747553823335937,100.0,35534.1,2,2,2,1
164,0.6908517350157729,-0.24658736882782997,317.0,27864.019047619047,1,1,3,0
175,0.6226415094339622,-0.43922949367599273,318.0,23231.01577287066,1,1,3,0
178,0.6644591611479028,-0.04554304530298504,453.0,37963.25842696629,1,2,3,1
184,0.8040712468193384,0.822862948230343,786.0,41623.43467011643,2,3,3,1
186,0.8477653631284916,1.1485836434121701,716.0,48301.21022727273,3,3,3,2
190,0.5953237410071942,-0.546997441733152,556.0,39060.2204007286,1,1,3,1
195,0.6401098901098901,-0.3798840546520737,364.0,22862.101928374657,1,1,3,0
198,0.5187793427230047,-1.2069802638633638,426.0,32327.804295942722,0,0,3,1
201,0.6290909090909091,-0.7278062426544954,275.0,28949.26277372263,1,0,3,0
208,0.4036144578313253,-1.6883474568275942,166.0,60217.27272727273,0,0,3,2
220,0.5983606557377049,-0.9934911661121889,122.0,13027.786885245901,1,0,3,0
