uid,ability_raw,ability_rasch,history_raw,rt_raw,ability_q,ability_rasch_q,history_q,rt_q
13,0.7370478983382209,-0.22536738555507793,1023.0,57317.01890989989,0,0,1,1
15,0.7624135763670647,-0.025069840729412898,3182.0,21507.246376811596,0,0,1,0
18,0.7903381642512077,0.0816356015893992,2070.0,29594.0,1,1,1,0
28,0.7554540842212075,-0.023833623937697997,1971.0,28789.70189701897,0,0,1,0
31,0.7954545454545454,0.6832376137313356,1188.0,33179.023508137434,1,1,1,1
47,0.7497129735935706,-0.2899224192311157,3484.0,29626.82129051442,0,0,1,0
48,0.7657920310981535,-0.03425611525651833,1029.0,36739.539748953976,0,0,1,1
64,0.9078947368421053,1.664580883242593,152.0,20624.161073825504,1,1,0,0
69,0.6270096463022508,-0.9556365428949517,311.0,55589.743589743586,0,0,0,1
80,0.6529634300126104,-0.5326793966046117,3965.0,23722.939162496707,0,0,1,0
90,0.5998281294757949,-0.8485267876784783,3491.0,40448.69459623558,0,0,1,1
96,0.7083425049526745,-0.3464304641893826,4543.0,25338.42645381984,0,0,1,0
100,0.730804810360777,-0.248697749558739,1081.0,43262.74509803922,0,0,1,1
113,0.7649909145972138,-0.02260115338476514,3302.0,33735.13683548286,0,0,1,1
118,0.7370412410139993,-0.2696147074016314,2643.0,33123.74447569305,0,0,1,1
120,0.757829457364341,-0.07206585287851035,3225.0,30930.600387346676,0,0,1,0
144,0.8241563055062167,0.6530761922693674,2815.0,23163.563344286234,1,1,1,0
149,0.7783687943262412,0.05342347040228392,1128.0,25718.80819366853,1,1,1,0
163,0.8574788334901223,0.8432519615849863,2126.0,38910.55718475073,1,1,1,1
171,0.8646370023419204,0.9927301648702048,2135.0,39351.9882179676,1,1,1,1
176,0.8250708215297451,0.7841189519418582,2824.0,33259.31390630764,1,1,1,1
182,0.818087318087318,0.41707618834891974,1924.0,31223.58591248666,1,1,1,0
195,0.5738245806983778,-1.5485805431222004,3637.0,35920.08137169427,0,0,1,1
205,0.8265682656826568,0.6137231493460904,271.0,42092.66409266409,1,1,0,1
208,0.7425149700598802,-1.9725346373225487,167.0,52803.92156862745,0,0,0,1
211,0.8484848484848485,-0.8896817110588428,231.0,28300.88495575221,1,0,0,0
212,0.7348837209302326,-1.477951233213903,215.0,38862.74509803922,0,0,0,1
213,0.851063829787234,-0.42106112815181795,141.0,26360.9022556391,1,0,0,0
222,0.873015873015873,-0.09902510722262545,252.0,25397.54098360656,1,0,0,0
232,0.8235294117647058,0.8721303250982854,408.0,45234.375,1,1,0,1
236,0.8029739776951673,0.1729437556980161,807.0,33324.49494949495,1,1,1,1
242,0.8073022312373225,0.3241614292971539,986.0,23620.867768595042,1,1,1,0
243,0.776595744680851,-0.2666281538820303,658.0,40424.05063291139,1,0,1,1
245,0.8004158004158004,0.20022459287099162,962.0,26479.700854700855,1,1,1,0
254,0.7924528301886793,0.3438181505442145,371.0,28318.309859154928,1,1,0,0
257,0.6547788873038516,-0.6300110483548459,701.0,29047.619047619046,0,0,1,0
259,0.7353760445682451,-0.0014664142989203636,359.0,44452.09580838323,0,0,0,1
260,0.7597173144876325,0.3706823518896559,283.0,38386.36363636364,0,1,0,1
265,0.8005865102639296,0.2057035928290447,341.0,25938.837920489295,1,1,0,0
268,0.7740112994350282,0.2930556714289973,177.0,26453.488372093023,1,1,0,0
269,0.8137254901960784,0.6978791733657348,306.0,23635.45150501672,1,1,0,0
282,0.7635009310986964,0.02864826015734492,537.0,29062.5,0,1,1,0
283,0.8376068376068376,0.6424244048330464,117.0,23787.610619469026,1,1,0,0
288,0.6818181818181818,-0.3137689355108627,22.0,50350.0,0,0,0,1
