uid,ability_raw,ability_rasch,history_raw,rt_raw,ability_q,ability_rasch_q,history_q,rt_q
1,0.8333333333333334,-0.396385171441782,6.0,,2,1,0,-1
2,0.6,-0.9799038496876706,5.0,,0,0,0,-1
9,0.8333333333333334,-0.08103343786789133,24.0,,2,2,2,-1
14,0.6666666666666666,-0.27211798217454164,6.0,,0,2,0,-1
16,0.7777777777777778,0.24734100806314052,9.0,,2,2,0,-1
21,1.0,2.4570767185195797,6.0,,3,3,0,-1
22,1.0,1.6892402439822112,3.0,,3,3,0,-1
28,0.7931034482758621,-0.5069902062570592,58.0,,2,1,3,-1
30,0.8571428571428571,0.581373296474486,28.0,,2,3,2,-1
37,0.75,0.10972433844403123,28.0,,1,2,2,-1
40,0.9375,0.8157710273614402,16.0,,3,3,1,-1
44,0.631578947368421,-0.5803328820817011,19.0,,0,1,1,-1
48,0.7241379310344828,-0.2763248354852345,203.0,,1,2,3,-1
53,0.9545454545454546,1.5781011239452232,22.0,,3,3,1,-1
58,0.8,0.14369522084272346,95.0,,2,2,3,-1
68,1.0,2.4570767185195797,6.0,,3,3,0,-1
83,0.9324324324324325,1.3507700348796525,74.0,,3,3,3,-1
86,1.0,1.6892402439822112,3.0,,3,3,0,-1
89,0.8285714285714286,0.41467699033842986,35.0,,2,3,2,-1
97,0.78125,-0.2531410152295946,32.0,,2,2,2,-1
99,0.8285714285714286,0.32552402299635014,70.0,,2,3,3,-1
115,0.8571428571428571,0.5056273332971023,28.0,,2,3,2,-1
120,0.7857142857142857,-0.29975145154290245,28.0,,2,2,2,-1
128,0.6785714285714286,-0.7145231939214912,28.0,,1,1,2,-1
131,0.5357142857142857,-1.4008821509771097,28.0,,0,0,2,-1
133,0.8,0.008592832845680501,55.0,,2,2,3,-1
145,0.7428571428571429,-0.23978070442479932,70.0,,1,2,3,-1
146,0.75,-0.2094436307662091,4.0,,1,2,0,-1
147,0.6029411764705882,-0.759498010361523,68.0,,0,1,3,-1
153,0.6923076923076923,-0.38970158236012004,143.0,,1,1,3,-1
155,0.7370517928286853,-0.3312709490659819,251.0,,1,2,3,-1
157,0.7739130434782608,-0.0775549481530455,115.0,,2,2,3,-1
161,0.8235294117647058,0.3248784391658768,34.0,,2,3,2,-1
175,0.7764705882352941,-0.03133468157128989,85.0,,2,2,3,-1
177,0.7045454545454546,-0.5171960353641254,44.0,,1,1,2,-1
178,0.7777777777777778,-0.2205113465186198,72.0,,2,2,3,-1
179,0.7752808988764045,-0.1601930146969826,89.0,,2,2,3,-1
184,0.735191637630662,-0.31312172121605575,287.0,,1,2,3,-1
186,0.576036866359447,-1.070036699541872,217.0,,0,0,3,-1
190,0.8333333333333334,-0.056021860618518944,12.0,,2,2,1,-1
195,0.8255813953488372,-0.10045891817856022,86.0,,2,2,3,-1
198,0.3333333333333333,-0.513204629846064,3.0,,0,1,0,-1
199,0.55,-0.8914291863595735,20.0,,0,0,1,-1
200,0.7083333333333334,-0.6238173863432824,120.0,,1,1,3,-1
201,0.6494845360824743,-0.7738918076841815,194.0,,0,1,3,-1
208,0.7804878048780488,-0.0007881429349984484,82.0,,2,2,3,-1
220,1.0,2.4570767185195797,6.0,,3,3,0,-1
222,0.6904761904761905,-0.8877312890137762,42.0,,1,0,2,-1
238,0.7083333333333334,-0.5801110944144494,24.0,,1,1,2,-1
242,0.75,-0.16526352909857034,20.0,,1,2,1,-1
250,0.6,-0.8639566486087584,40.0,,0,0,2,-1
256,0.8235294117647058,0.020959767851382118,34.0,,2,2,2,-1
264,0.5666666666666667,-1.157048009373548,30.0,,0,0,2,-1
269,0.8888888888888888,-0.17967448284044585,9.0,,3,2,0,-1
276,0.6842105263157895,-0.6087775207099516,19.0,,1,1,1,-1
277,0.3333333333333333,-0.7964426002433012,3.0,,0,1,0,-1
280,0.463768115942029,-1.5783725491207212,69.0,,0,0,3,-1
290,0.8064516129032258,-0.018978496522942943,31.0,,2,2,2,-1
297,0.7407407407407407,-0.2901543839880405,27.0,,1,2,2,-1
306,0.6666666666666666,-0.35939912953478986,3.0,,0,1,0,-1
312,0.717391304347826,-0.48492621999369545,46.0,,1,1,2,-1
318,0.7222222222222222,0.2653645230073457,18.0,,1,2,1,-1
325,0.5945945945945946,-0.9241714084811941,74.0,,0,0,3,-1
330,0.6078431372549019,-0.6871174792129578,51.0,,0,1,3,-1
335,0.8502994011976048,0.35342978597538316,167.0,,2,3,3,-1
345,0.6,-0.7130839215109535,65.0,,0,1,3,-1
347,0.631578947368421,-0.5681396939249579,76.0,,0,1,3,-1
348,0.7830188679245284,-0.11368811300927094,106.0,,2,2,3,-1
350,0.5666666666666667,-0.5919376943330127,60.0,,0,1,3,-1
358,0.6923076923076923,-0.7394140778822057,13.0,,1,1,1,-1
361,0.5327102803738317,-1.1331236168476568,107.0,,0,0,3,-1
369,0.9090909090909091,1.069671693133916,22.0,,3,3,1,-1
375,0.6607142857142857,-0.38784182942656015,56.0,,0,1,3,-1
383,0.6538461538461539,-0.22360745007271507,52.0,,0,2,3,-1
384,0.8,-0.013176643663731169,15.0,,2,2,1,-1
387,0.9130434782608695,1.0146663307054544,23.0,,3,3,2,-1
393,0.75,-0.23340500747497836,4.0,,1,2,0,-1
399,0.7333333333333333,-0.3067218500824489,15.0,,1,2,1,-1
406,0.8163265306122449,0.1648957035858626,98.0,,2,2,3,-1
413,0.7727272727272727,-0.0883042498919053,22.0,,2,2,1,-1
425,0.5737704918032787,-0.7526639423727342,61.0,,0,1,3,-1
426,0.7947019867549668,-0.009392385585132458,151.0,,2,2,3,-1
427,0.7777777777777778,0.4090682645598111,9.0,,2,3,0,-1
429,0.9,0.7404793408870056,20.0,,3,3,1,-1
430,1.0,2.8958404182552195,9.0,,3,3,0,-1
434,0.7424242424242424,-0.13172929151285753,66.0,,1,2,3,-1
448,0.8888888888888888,0.7718327986307243,9.0,,3,3,0,-1
